OPDIV,FAIN,"Obligation Document
Numbers",Recipient Name,Recipient State,Country,"Action Date (Date
Terminated)",Total Amount Obligated,Total Amount Expended,"Total Payment Amount (As
of Termination)","Unliquidated Obligations
(As of Termination)",Award Title,Presidential Action,"For Cause (Put
X if applicable)",page
NIH,F31DE033255,FDE033255A,UNIVERSITY OF FLORIDA,Florida,UNITED STATES,8/20/2025,-,-,-,-,"Defining the role of sphingolipids on Porphyromonas
gingivalis outer membrane vesicle uptake and
elicited inflammation",Bilateral Termination,-,28
NIH,F31DE033884,FDE033884A,UNIVERSITY OF ARIZONA,Arizona,UNITED STATES,4/15/2026,-,-,-,-,HPV Attenuation of the cGAS/STING Pathway,Bilateral Termination,-,28
NIH,F31DE033886,FDE033886A,"UNIVERSITY OF
PITTSBURGH, THE",Pennsylvania,UNITED STATES,12/3/2025,-,-,-,-,"Investigating Interactions Between Phosphorylated
Amelogenin and Acid Phosphatase 4 Expression",Bilateral Termination,-,28
NIH,F31DE034283,FDE034283A,"HARVARD UNIVERSITY
MEDICAL SCHOOL",Massachusetts,UNITED STATES,2/23/2026,-,-,-,-,"Characterizing structural variation at the amylase
locus influencing oral health",Bilateral Termination,-,28
NIH,F31DK130254,FDK130254A,"HARVARD UNIVERSITY
MEDICAL SCHOOL",Massachusetts,UNITED STATES,5/1/2025,-,-,-,-,"Characterization of a G Protein-Coupled Receptor
Implicated in Intestinal Lipid Homeostasis of
Drosophila melanogaster.",Departmental Authority,-,28
NIH,F31DK130581,FDK130581A,"GEORGIA TECH RESEARCH
CORPORATION",Georgia,UNITED STATES,4/29/2025,-,-,-,-,F31 Mulero Russe,Departmental Authority,-,28
NIH,F31DK131890,FDK131890A,DARTMOUTH COLLEGE,NEW HAMPSHIRE,UNITED STATES,4/28/2025,-,-,-,-,"Circadian Regulation of In Vitro Differentiated
Adipocytes",Departmental Authority,-,29
NIH,F31DK131920,FDK131920A,"UNIVERSITY OF LOUISVILLE
RESEARCH FOUNDATION",Kentucky,UNITED STATES,4/28/2025,-,-,-,-,"High fat diet-induced adrenergic dysfunction and
resolution of adipose inflammation",Departmental Authority,-,29
NIH,F31DK132916,FDK132916A,"UNIVERSITY OF MIAMI
SCHOOL OF MEDICINE",FLORIDA,UNITED STATES,4/28/2025,-,-,-,-,"Glomerulus on a Chip: A Model to Study Glomerular
Hyperfiltration",Departmental Authority,-,29
NIH,F31DK132918,FDK132918A,"UNIVERSITY OF ILLINOIS AT
CHICAGO",Illinois,UNITED STATES,4/29/2025,-,-,-,-,"Estrogen Signaling in the Ventromedial
Hypothalamus Modulates Adipose Tissue Metabolic
Adaptation",Departmental Authority,-,29
NIH,F31DK134088,FDK134088A,UNIVERSITY OF UTAH,Utah,UNITED STATES,4/29/2025,-,-,-,-,"Ceramides as Novel Mediators of Tubular Metabolic
Dysfunction Driving Kidney Injury",Departmental Authority,-,29
NIH,F31DK134157,FDK134157A,"MICHIGAN STATE
UNIVERSITY",Michigan,UNITED STATES,4/29/2025,-,-,-,-,"Role of Central Neurotensin Signaling in the Ventral
Tegmental Area for Ingestive Behavior and Body
Weight",Bilateral Termination,-,29
NIH,F31DK134158,FDK134158A,VANDERBILT UNIVERSITY,Tennessee,UNITED STATES,4/29/2025,-,-,-,-,"The Role of Arginine Transport on Pancreatic Alpha
Cell Proliferation and Function",Departmental Authority,-,29
NIH,F31DK134160,FDK134160A,"UNIVERSITY OF
PENNSYLVANIA",Pennsylvania,UNITED STATES,4/29/2025,-,-,-,-,"A mechanism of lipid accumulation in brown adipose
tissue",Departmental Authority,-,29
NIH,F31DK135181,FDK135181A,"Regents of the University of
Michigan",Michigan,UNITED STATES,2/26/2026,-,-,-,-,"Mechanisms of adipocyte loss in mouse models of
familial partial lipodystrophy 2",Bilateral Termination,-,29
NIH,F31DK135283,FDK135283A,"Regents of the University of
Michigan",Michigan,UNITED STATES,2/26/2026,-,-,-,-,"Elucidating MCH neural circuitry underlying
consummatory behavior",Bilateral Termination,-,29
NIH,F31DK135385,FDK135385A,"UNIVERSITY OF WISCONSIN
SYSTEM/BOARD OF
REGENTS",Wisconsin,UNITED STATES,2/24/2026,-,-,-,-,"The role of dietary cholesterol in Nonalcoholic fatty
liver disease through the action of gut microbiota",Bilateral Termination,-,29
NIH,F31DK136196,FDK136196A,"Regents of the University of
Michigan",Michigan,UNITED STATES,2/23/2026,-,-,-,-,"Investigating the Role of Epiregulin During Human
Intestinal Development",Bilateral Termination,-,29
NIH,F31DK136205,FDK136205A,"UNIVERSITY OF SOUTH
CAROLINA",South Carolina,UNITED STATES,4/29/2025,-,-,-,-,"Utility and feasibility of activity type to augment
consumer wearable-based physical activity energy
expenditure prediction equations using heartrate and
movement in children",Bilateral Termination,-,29
NIH,F31DK136333,FDK136333A,UNIVERSITY OF CHICAGO,ILLINOIS,UNITED STATES,4/28/2025,-,-,-,-,"Exploring the role and mechanisms of action of UC
pouchitis-associated pathobionts (PAP) to gain
insights into the etiopathogenesis of Inflammatory
Bowel Diseases",Departmental Authority,-,29
NIH,F31DK137415,FDK137415A,"MEDICAL COLLEGE OF
WISCONSIN, INC",Wisconsin,UNITED STATES,4/29/2025,-,-,-,-,"Investigating how xenobiotics interact with phages to
shift energy balance",Departmental Authority,-,29
NIH,F31DK137416,FDK137416A,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,6/10/2025,-,-,-,-,"Application of social cognitive theory to physical
activity behavior among adults with Crohn's disease",Bilateral Termination,-,29
NIH,F31DK137424,FDK137424A,UNIVERSITY OF ARIZONA,Arizona,UNITED STATES,2/26/2026,-,-,-,-,"Glyphosate impairs glucose homeostasis via gut
microbiome induced alterations to bile acid signaling",Bilateral Termination,-,29
NIH,F31DK137439,FDK137439A,"TRUSTEES OF INDIANA
UNIVERSITY",Indiana,UNITED STATES,4/29/2025,-,-,-,-,"Targeting Inflammation to Improve FGF23-mediated
Mineral Metabolism in CKD",Departmental Authority,-,29
NIH,F31DK137440,FDK137440A,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,4/28/2025,-,-,-,-,"Elucidating the Role of the Rnf20 Histone Modifier in
Pancreatic Beta Cell Function and Senescence",Departmental Authority,-,29
NIH,F31DK137479,FDK137479A,"MASSACHUSETTS GENERAL
HOSPITAL",MASSACHUSETTS,UNITED STATES,4/28/2025,-,-,-,-,"Mitochondrial transplant to enable long-term
biopreservation of livers",Departmental Authority,-,29
NIH,F31DK137482,FDK137482A,"INDIANA UNIVERSITY
INDIANAPOLIS",INDIANA,UNITED STATES,6/9/2025,-,-,-,-,"Understanding how exocrine-derived signals
promote beta cell growth",Departmental Authority,-,29
NIH,F31DK137538,FDK137538A,"REGENTS OF THE
UNIVERSITY OF
CALIFORNIA, THE",California,UNITED STATES,4/29/2025,-,-,-,-,"Evaluating the Role of Human Obesity Genes in
Specific Neuronal Populations in vivo by CRISPRi",Bilateral Termination,-,29
NIH,F31DK137587,FDK137587A,UNIVERSITY OF IOWA,Iowa,UNITED STATES,2/26/2026,-,-,-,-,"The Role of IRX3 Neurons in the Regulation of Body
Weight Homeostasis",Bilateral Termination,-,29
NIH,F31DK138544,FDK138544A,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,4/28/2025,-,-,-,-,"The role of LRRK2 in pancreatic beta cell responses
to inflammatory damage",Departmental Authority,-,29
NIH,F31DK138546,FDK138546A,"UNIVERSITY OF
PENNSYLVANIA",Pennsylvania,UNITED STATES,2/23/2026,-,-,-,-,"Investigating the role of interferon lambda in
protection against severe Clostridioides difficile
infection",Bilateral Termination,-,29
NIH,F31DK138621,FDK138621A,"UNIVERSITY OF
PITTSBURGH, THE",Pennsylvania,UNITED STATES,4/29/2025,-,-,-,-,"Role of Gut Protist Derived Compounds on Dietary
Antigen Presenting Dendritic Cells in Celiac Disease",Departmental Authority,-,29
NIH,F31DK138741,FDK138741A,UNIVERSITY OF FLORIDA,Florida,UNITED STATES,2/26/2026,-,-,-,-,"Measuring Exocrine Pancreas Metabolism in Type 1
Diabetes",Bilateral Termination,-,29
NIH,F31DK138763,FDK138763A,"THE REGENTS OF THE
UNIVERSITY OF COLORADO",Colorado,UNITED STATES,2/26/2026,-,-,-,-,"Study the role and origin of hybrid insulin peptides in
the pathogenesis of type 1 diabetes",Bilateral Termination,-,30
NIH,F31DK138767,FDK138767A,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,4/29/2025,-,-,-,$704.00,"Assessing mechanistic relationships of central
amygdala neuron activity and glucagon-like peptide-
1 receptor agonism",Departmental Authority,-,30
NIH,F31DK138784,FDK138784A,"BAYLOR COLLEGE OF
MEDICINE",Texas,UNITED STATES,4/30/2025,-,-,-,-,"THE ROLE OF CORTICOTROPHIN RELEASING
FACTOR RECEPTOR 1 NEURONS IN THE BED
NUCLEUS OF THE STRIA TERMINALIS IN
MODULATING WEIGHT HOMEOSTASIS",Bilateral Termination,-,30
NIH,F31DK138790,FDK138790A,"UNIVERSITY OF SOUTHERN
CALIFORNIA",CALIFORNIA,UNITED STATES,4/30/2025,-,-,-,-,Hepatic Steatosis Induced by Bioactive Lipids,Departmental Authority,-,30
NIH,F31DK138803,FDK138803A,"UNIVERSITY OF
PITTSBURGH AT
PITTSBURGH",PENNSYLVANIA,UNITED STATES,4/29/2025,-,-,-,-,"Role of hepatic ploidy populations in liver injury and
compensatory regeneration after acetaminophen
overdose",Departmental Authority,-,30
NIH,F31DK139619,FDK139619A,UNIVERSITY OF IOWA,Iowa,UNITED STATES,3/2/2026,-,-,-,-,"GRASP55 Regulates Pancreatic Beta-cell Golgi
Structure and Function During Cytokine Stress",Bilateral Termination,-,30
NIH,F31DK139707,FDK139707A,"UNIVERSITY OF
WASHINGTON",Washington,UNITED STATES,3/11/2026,-,-,-,-,"Late onset of metabolic liver disease from early life
flame retardant exposure and adulthood western diet",Bilateral Termination,-,30
NIH,F31DK139749,FDK139749A,YALE UNIVERSITY,CONNECTICUT,UNITED STATES,5/1/2025,-,-,-,-,"Understanding diabetes and related-risk factors
among adolescents of American Samoa",Bilateral Termination,-,30
NIH,F31DK139760,FDK139760A,TEMPLE UNIVERSITY,Pennsylvania,UNITED STATES,4/28/2025,-,-,-,-,"Mechanisms and functional role of mitochondria in
eosinophilic esophagitis",Departmental Authority,-,30
NIH,F31DK141124,FDK141124A,UNIVERSITY OF MIAMI,Florida,UNITED STATES,4/28/2025,-,-,-,-,"The Role of Kidney-derived APOM in S1P-mediated
glomerular injury",Departmental Authority,-,30
NIH,F31DK141157,FDK141157A,VANDERBILT UNIVERSITY,Tennessee,UNITED STATES,2/23/2026,-,-,-,-,"The Role of LIMA1 in the Formation of the Giant
Core Actin Bundles in Tuft Cells",Bilateral Termination,-,30
NIH,F31DK141249,FDK141249A,"BAYLOR COLLEGE OF
MEDICINE",TEXAS,UNITED STATES,4/25/2025,-,-,-,-,"Investigating the roles and dynamics of the
endoplasmic reticulum during paligenosis and
metaplasia formation",Departmental Authority,-,30
NIH,F31DK142454,FDK142454A,"FLORIDA STATE
UNIVERSITY",FLORIDA,UNITED STATES,4/25/2025,-,-,-,-,"Maternal Western diet and GLP1 system
development",Departmental Authority,-,30
NIH,F31ES032331,FES032331A,"Trustees Of Columbia
University In The City Of New
York",New York,UNITED STATES,1/6/2026,-,-,-,-,"Strengthening policy-relevant evidence in
environmental epidemiology: dose-response curve
estimation for varying exposure distributions",Bilateral Termination,-,30
NIH,F31ES036425,FES036425A,WAYNE STATE UNIVERSITY,Michigan,UNITED STATES,3/20/2026,-,-,-,-,"Uncovering the Molecular Signature of PFAS
Mixtures on Preconception Male Reproductive
Health",Bilateral Termination,-,30
NIH,F31ES036437,FES036437A,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,4/11/2025,-,-,-,-,"The respiratory microbiome and its role in the host
response to wood smoke",Departmental Authority,-,30
NIH,F31EY033225,FEY033225A,"REGENTS OF THE
UNIVERSITY OF
CALIFORNIA, SAN
FRANCISCO, THE",California,UNITED STATES,3/4/2026,-,-,-,-,"Central mechanisms for integrating distinct retinal
inputs during the optokinetic reflex in mice",Termination for Cause,X,30
NIH,F31EY034730,FEY034730A,"UNIVERSITY OF LOUISVILLE
RESEARCH FOUNDATION",Kentucky,UNITED STATES,3/4/2026,-,-,-,-,"Optimizing c-Met signaling to enhance corneal
epithelial homeostasis",Bilateral Termination,-,30
NIH,F31EY034793,FEY034793A,"UNIVERSITY OF TEXAS,
GRADUATE SCHOOL
BIOMEDICAL SCIENCE",Texas,UNITED STATES,3/9/2026,-,-,-,-,"Rod photoreceptor regeneration in a zebrafish model
of Retinitis Pigmentosa.",Bilateral Termination,-,30
NIH,F31EY035916,FEY035916A,"UNIV OF NORTH TEXAS
HEALTH SCIENCE CTR AT
FT WORTH",Texas,UNITED STATES,2/19/2026,-,-,-,-,"Development of Reconstituted High-Density
Lipoprotein Nanoparticles for Targeted Delivery of
Neuroprotective Agents to Retinal Ganglion Cells",Departmental Authority,-,30
NIH,F31EY035931,FEY035931A,"BAYLOR COLLEGE OF
MEDICINE",Texas,UNITED STATES,5/29/2025,-,-,-,-,"Uncovering the role of Ankyrins in photoreceptor
wiring",Departmental Authority,-,30
NIH,F31EY036262,FEY036262A,"MEDICAL COLLEGE OF
WISCONSIN, INC",Wisconsin,UNITED STATES,9/24/2025,-,-,-,-,"Expanding the Accessibility and Quality of
Ophthalmic Imaging through Optical Elements and
Modeling",Departmental Authority,-,30
NIH,F31EY036722,FEY036722A,"AUGUSTA UNIVERSITY
RESEARCH INSTITUTE, INC",Georgia,UNITED STATES,5/29/2025,-,-,-,-,"Interaction of Genetic and Environmental Factors in
Keratoconus",Departmental Authority,-,30
NIH,F31EY037171,FEY037171A,"JOHNS HOPKINS
UNIVERSITY",Maryland,UNITED STATES,5/29/2025,-,-,-,-,"Evaluation of Human Retinal Ganglion Cell
Regenerative Potential",Departmental Authority,-,30
NIH,F31EY037180,FEY037180A,STANFORD UNIVERSITY,CALIFORNIA,UNITED STATES,5/29/2025,-,-,-,-,"Integrate neuroimaging, molecular quantitation, and
cytoarchitecture to elucidate the development of
myelination in human visual cortex.",Departmental Authority,-,30
NIH,F31EY037190,FEY037190A,"JOHNS HOPKINS
UNIVERSITY",Maryland,UNITED STATES,5/29/2025,-,-,-,-,"The development and connectivity of starburst
amacrine cells in human retinal organoids",Departmental Authority,-,30
NIH,F31GM143891,FGM143891A,EMORY UNIVERSITY,GEORGIA,UNITED STATES,5/27/2025,-,-,-,-,"Molecular basis for substrate discrimination by
transporter protein MexY of the MexXY-OprM efflux
pump in Pseudomonas aeruginosa",Bilateral Termination,-,31
NIH,F31GM146347,FGM146347A,"ALBERT EINSTEIN COLLEGE
OF MEDICINE",New York,UNITED STATES,5/13/2025,-,-,-,-,"Epigenetic and transcriptional consequences of
Intellectual Disability-associated mutations in the
histone lysine demethylase KDM5.",Departmental Authority,-,31
NIH,F31GM146427,FGM146427A,"UNIVERSITY OF NORTH
DAKOTA",North Dakota,UNITED STATES,5/13/2025,-,-,-,-,"Function of GATA3-PARP1 complex in breast cancer
during GATA3-mediated cellular reprogramming",Departmental Authority,-,31
NIH,F31GM146429,FGM146429A,"ALBERT EINSTEIN COLLEGE
OF MEDICINE",New York,UNITED STATES,6/5/2025,-,-,-,$405.00,"Role of Nicotinamide Nucleotide
Adenylyltransferase-1 (NMNAT1) in Chromatin
Remodeling and Gene Regulation",Departmental Authority,-,31
NIH,F31GM147945,FGM147945A,"UNIVERSITY OF
PENNSYLVANIA",Pennsylvania,UNITED STATES,6/5/2025,-,-,-,-,"Elucidating the Molecular Mechanism of Divergent
Transcription",Departmental Authority,-,31
NIH,F31GM147951,FGM147951A,UNIVERSITY OF FLORIDA,Florida,UNITED STATES,6/5/2025,-,-,-,-,"Probing SNARE assembly and disassembly in vitro
and in live cells",Departmental Authority,-,31
NIH,F31GM147952,FGM147952A,"UNIVERSITY OF
CONNECTICUT STORRS",CONNECTICUT,UNITED STATES,5/13/2025,-,-,-,-,"Investigating the conformational changes of the
portal protein that drive DNA packaging in a dsDNA
virus",Departmental Authority,-,31
NIH,F31GM148021,FGM148021A,VANDERBILT UNIVERSITY,Tennessee,UNITED STATES,6/13/2025,-,-,-,-,"Basement membrane repair dynamics in the
Drosophila midgut",Bilateral Termination,-,31
NIH,F31GM148053,FGM148053A,"STATE UNIVERSITY OF
NY,BINGHAMTON",NEW YORK,UNITED STATES,6/12/2025,-,-,-,-,"Mitigating ADA Through Site-specific Conjugation
Technology",Bilateral Termination,-,31
NIH,F31GM149143,FGM149143A,"UNIVERSITY OF TEXAS
HEALTH SCIENCE CENTER
AT HOUSTON",Texas,UNITED STATES,2/12/2026,-,-,-,-,"The Roles of Rnt1 and Putative Endoribonucleases
in mRNA Processing and Degradation",Bilateral Termination,-,31
NIH,F31GM149178,FGM149178A,"NORTHWESTERN
UNIVERSITY",Illinois,UNITED STATES,5/13/2025,-,-,-,-,"F31 Microtubule function in the onset of whole-body
regeneration",Departmental Authority,-,31
NIH,F31GM150194,FGM150194A,"ALBERT EINSTEIN COLLEGE
OF MEDICINE",New York,UNITED STATES,6/5/2025,-,-,-,-,"Defining Activities of KDMS Essential to
Development and Viability",Departmental Authority,-,31
NIH,F31GM150215,FGM150215A,"ALBERT EINSTEIN COLLEGE
OF MEDICINE",New York,UNITED STATES,5/13/2025,-,-,-,-,"The Role of Mammalian Diaphanous Formin 1 in
Leading Edge Cell Protrusion",Departmental Authority,-,31
NIH,F31GM150276,FGM150276A,New York University,New York,UNITED STATES,5/13/2025,-,-,-,-,"Contribution of cell mechanics in promoting collective
behavior for supracellular migration",Departmental Authority,-,31
NIH,F31GM150277,FGM150277A,"JOHNS HOPKINS
UNIVERSITY",Maryland,UNITED STATES,5/13/2025,-,-,-,-,"Investigating the role of Polo-like kinase in regulating
synaptonemal complex dynamics",Departmental Authority,-,31
NIH,F31GM151820,FGM151820A,Duke University,North Carolina,UNITED STATES,6/5/2025,-,-,-,-,"How septin-membrane interactions direct septin
assembly",Departmental Authority,-,31
NIH,F31GM151830,FGM151830A,"JOHNS HOPKINS
UNIVERSITY",Maryland,UNITED STATES,5/19/2025,-,-,-,-,Investigating the Role of HSPE1 in Regulating OPA1,Departmental Authority,-,31
NIH,F31GM153135,FGM153135A,UNIVERSITY OF UTAH,Utah,UNITED STATES,6/5/2025,-,-,-,-,"Characterization of Glucose Starvation-Induced
Mitochondrial-Derived Compartments",Departmental Authority,-,31
NIH,F31GM153136,FGM153136A,"JOHNS HOPKINS
UNIVERSITY",Maryland,UNITED STATES,3/8/2025,-,-,-,-,"Understanding how chromosomal makeup and
cross-sex hormone administration affect wound
healing in mice",Departmental Authority,-,31
NIH,F31GM153146,FGM153146A,"MONTANA STATE
UNIVERSITY",Montana,UNITED STATES,1/23/2026,-,-,-,-,"CRISPR RNA-guided recognition of invading RNA
activates a multipronged cell death response",Bilateral Termination,-,31
NIH,F31GM154424,FGM154424A,"UNIVERSITY OF TEXAS
SOUTHWESTERN MEDICAL
CTR DALLAS",Texas,UNITED STATES,5/19/2025,-,-,-,-,"Post-translational regulation of NORAD-induced
Pumilio phase separation",Departmental Authority,-,31
NIH,F31GM154463,FGM154463A,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,6/5/2025,-,-,-,$202.00,Structurally Defining rBH3 Interactions,Departmental Authority,-,31
NIH,F31GM154468,FGM154468A,"TULANE UNIVERSITY,
SCHOOL OF MEDICINE",Louisiana,UNITED STATES,6/5/2025,-,-,-,-,Deciphering functions of the LINE-1 ORF2p protein,Departmental Authority,-,31
NIH,F31GM154483,FGM154483A,UNIVERSITY OF UTAH,Utah,UNITED STATES,5/19/2025,-,-,-,-,"Mechanism of translation initiation through the non-
canonical initiation factor eIF2A",Departmental Authority,-,31
NIH,F31GM154485,FGM154485A,"UNIVERSITY OF CALIFORNIA
BERKELEY",CALIFORNIA,UNITED STATES,7/1/2025,-,-,-,-,"Photomediated ring contractions of N-Aryl azacycles:
Mechanistic insights and characterization of
wavelength dependent reactivity",Bilateral Termination,-,31
NIH,F31GM155959,FGM155959A,"Regents of the University of
Michigan",Michigan,UNITED STATES,2/26/2026,-,-,-,-,"Biosynthetic Development and Diversification of
Moroidin Peptides for Cancer Applications",Bilateral Termination,-,31
NIH,F31HD112158,FHD112158A,"ICAHN SCHOOL OF
MEDICINE AT MOUNT SINAI",New York,UNITED STATES,5/2/2025,-,-,-,$370.00,Molecular mechanisms of sex-specific differentiation,Departmental Authority,-,31
NIH,F31HD112191,FHD112191A,CORNELL UNIVERSITY,New York,UNITED STATES,5/2/2025,-,-,-,-,"ATR signaling activation by the 9-1-1 complexes
during mammalian meiosis",Departmental Authority,-,32
NIH,F31HD114363,FHD114363A,"UNIVERSITY OF SOUTH
CAROLINA",South Carolina,UNITED STATES,4/1/2026,-,-,-,-,"Maternal-Child RSA Synchrony in Infants with Fragile
X Syndrome",Bilateral Termination,-,32
NIH,F31HD114434,FHD114434A,"UNIVERSITY OF
CALIFORNIA, SAN
FRANCISCO",CALIFORNIA,UNITED STATES,8/21/2025,-,-,-,-,"Heterogeneity of the effect of Azithromycin on
morbidity and mortality among children in Burkina
Faso",Bilateral Termination,-,32
NIH,F31HG012892,FHG012892A,"UNIVERSITY OF
PENNSYLVANIA",Pennsylvania,UNITED STATES,4/30/2025,-,-,-,-,"Advancing Epigenetic Sequencing Through Solid-
Phase Enzymatic Approaches",Departmental Authority,-,32
NIH,F31HG013040,FHG013040A,"HARVARD UNIVERSITY
D/B/A HARVARD SCHOOL OF
PUBLIC HEALTH",MASSACHUSETTS,UNITED STATES,9/25/2025,-,-,-,-,"Methods for multi-ancestry and multi-trait fine-
mapping and genetic risk prediction",Bilateral Termination,-,32
